review_priority,evidence_class,canonical_name,family,n_works,n_title_matches,n_context_matches,max_score,total_score,best_title,best_doi,best_openalex_id,best_match_evidence,followup_evidence_count,followup_direct_count,followup_natural_count,followup_artificial_count,natural_signal_count,artificial_signal_count,colour_change_signal_count,review_status,review_reason
P1,natural_polymorphism,Mimulus ringens,Phrymaceae,4,3,2,30,62,Floral colour variation across life history and geography in Mimulus ringens (Phrymaceae),10.1093/botlinnean/boad065,https://openalex.org/W4393339809,"es that result in temporal or ecogeographic isolation. We investigate the possibility that both floral colour and life history have shifted together in a recently described, genetically distinct group within the species Mimulus ringens. Using a large, range-wide citizen science dataset, we test for geographic trends in flower colour and flowering time. We combine this with greenhouse studies in populations of known life history to test for differences",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Nicotiana glauca,Solanaceae,3,3,2,30,70,Floral colour variation of Nicotiana glauca in native and non‐native ranges: Testing the role of pollinators' perception and abiotic factors,10.1111/plb.13509,https://openalex.org/W4319295181,"c conditions in native and non-native ranges provide ideal systems to test the role of different ecological factors driving flower colour variation. We quantified corolla reflectance of the ornithophilous South American Nicotiana glauca in native populations, where plants are pollinated by hummingbirds, and in populations from two invaded regions: South Africa, where plants are pollinated by sunbirds, and the Balearic island of Mallorca, where plants r",1,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Arabidopsis thaliana,Brassicaceae,8,2,6,18,101,Genetic Mechanisms Behind Flower Color Variation in Caulanthus Amplexicaulis var. Amplexicaulis (CAA) and Caulanthus Amplexicaulis var. Barbarae (CAB),,https://openalex.org/W1217664957,"te the gene for flower color in two species of the flower C. amplexicaulis, CAA and CAB, by looking for sequence similarity between the Caulanthus genome and known transcription factors involved in pigment production in Arabidopsis thaliana using plants from the family Brassicaceae as intermediates. Once a high degree of similarity was found in a region of the CAB and CAA genomes, a gene model was developed to achieve an understanding of why CAA is a diffe",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Claytonia virginica,Montiaceae,4,2,4,25,77,OPPOSING NATURAL SELECTION FROM HERBIVORES AND PATHOGENS MAY MAINTAIN FLORAL-COLOR VARIATION IN CLAYTONIA VIRGINICA (PORTULACACEAE),10.1111/j.0014-3820.2004.tb00872.x,https://openalex.org/W2142851853,"direct responses to selection on correlated characters through agents of selection other than pollinators may substantially shape the evolution of floral traits. Here, I provide empirical support for this latter view in Claytonia virginica (Portulacaceae) through a multiseason field study, a pollen supplementation study, and an artificial herbivory experiment. These studies show that most individuals fall into one of four discrete color classes, and sugge",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Gerbera jamesonii,Asteraceae,3,2,2,25,55,Flower colour variations in gerbera (Gerbera jamesonii) population using image analysis,,https://openalex.org/W1781279088,"Image analysis was performed on ligules of 211 progenies and seven parental accessions of gerbera (Gerbera jamesonii Bolus ex. Hooker F), to quantify colour variation. The colour variations were assessed based on mean values of (1) red, green, blue (RGB), (2) hue and saturation (HS) colour channels of ligule colour. Multivariate clust",1,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Clarkia xantiana,Onagraceae,2,2,2,39,61,Frequency–dependent pollinator foraging in polymorphic Clarkia xantiana ssp. xantiana populations: implications for flower colour evolution and pollinator interactions,10.1111/j.0030-1299.2006.14289.x,https://openalex.org/W2030950602,"g by some pollinator species, possibly contributing to the maintenance of flower colour variation by negative frequency–dependent selection. We addressed this idea with pollination studies of the California annual plant Clarkia xantiana ssp. xantiana (Onagraceae), which is polymorphic for the presence of conspicuous petal spots and is pollinated by several specialist bee species. At the level of entire pollinator assemblages, we did not detect signific",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Linum pubescens,Linaceae,2,2,2,37,65,Pollinator‐mediated selection on floral size and tube color in Linum pubescens : Can differential behavior and preference in different times of the day maintain dimorphism?,10.1002/ece3.3683,https://openalex.org/W2780691752,"Pollinator‐mediated selection on floral size and tube color in Linum pubescens : Can differential behavior and preference in different times of the day maintain dimorphism?. sm, but it has rarely been shown to result from differential behavior of one pollinator. We tested whether different behaviors of the same pollinators in morning and evening are associated with dimorphic floral trait in Linum pubescens, a Mediterranean annual plant that exhibits variable within‐population frequencies of dark‐ and light‐colored flower tubes. Usia bicolor bee‐flies, the major pollinators of L. pubescens , are mostly feeding in the flowe",1,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P1,natural_polymorphism,Tulipa suaveolens,Liliaceae,2,2,2,30,60,"Geographical features of Tulipa suaveolens Roth (Liliaceae, Magnoliophyta) distribution by flower color across its European range",10.35885/1684-7318-2022-2-150-172,https://openalex.org/W4308801437,"The range of the polychromous Tulipa suaveolens Roth comprises almost the whole Ponto-Caspian Steppe, from the south-east of Ukraine to western Kazakhstan. High variation in flower color is a unique feature of this species, but features of its geographical distributi",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_direct_and_replicated_support
P2,natural_polymorphism,Iris pumila,Iridaceae,14,12,7,30,267,Are pollinators the agents of selection on flower colour and size in irises?,10.1111/oik.04501,https://openalex.org/W2769302125,"Are pollinators the agents of selection on flower colour and size in irises?. the base for pollinator‐mediated selection. In the colour dimorphic Iris lutescens , while pigment concentration and flower size were found to be under selection, this was independent of pollinators. For the polymorphic Iris pumila , pigment concentration is under selective pressure by pollinators, but only for one colour morph. Our results suggest that pollinators are not the main agents of selection on floral traits in these irises, as opposed t || Flowering phenology in natural populations of Iris pumila. In the present study, I examined flowering phenology of dwarf bearded ins, Iris pumila , using naturally occurring clones (three sites, four microsites) and clones transplanted between two sites representing two habitats Naturally occurring clones in contrasting habitats and microsites differed significan || Phenotypic Selection on Flower Traits in Food-Deceptive Plant Iris pumila L.: The Role of Pollinators. To gain insight into the evolution of flower traits in the generalized food-deceptive plant Iris pumila, we assessed the color, size, shape, and fluctuating asymmetry (FA) of three functionally distinct floral organs—outer perianths (‘falls’), inner perianths (‘standards’), and style branches—and estimated pollinator-medi",3,1,1,0,3,0,0,unreviewed,aggregated_followup_direct_support
P2,natural_polymorphism,Mammillaria haageana,Cactaceae,2,2,2,32,62,Evolution of flower allometry and pigmentation in Mammillaria haageana (Cactaceae),10.1186/s12870-021-03386-8,https://openalex.org/W4206993445,"Evolution of flower allometry and pigmentation in Mammillaria haageana (Cactaceae). this variation is adaptive. Under the neutral evolutionary theory, subtle phenotypes are almost neutral with little adaptive value. To test this idea, we studied the infraspecific variation in flower shape and color in Mammillaria haageana, a species with a wide geographical distribution and phenotypic variation, which populations are often recognized as infraspecific taxa. RESULTS: We collected samples from wild populations, kept them in the greenhouse f",1,1,1,0,3,0,0,unreviewed,aggregated_followup_direct_support
P2,natural_polymorphism,Eschscholzia californica,Papaveraceae,5,5,1,44,92,Polymorphism and geographic variation of flower color in chilean populations ofEschscholzia californica,10.1007/bf00989403,https://openalex.org/W1967093324,Polymorphism and geographic variation of flower color in chilean populations ofEschscholzia californica. Polymorphism and geographic variation of flower color in chilean populations ofEschscholzia californica,1,1,1,0,2,0,0,unreviewed,aggregated_followup_direct_support
P2,natural_polymorphism,Kadsura longipedunculata,Schisandraceae,2,2,2,34,59,"Geographic variations of floral traits and pollinator guilds in a specialized pollination mutualism, Kadsura longipedunculata and gall midges",10.1002/bod2.12020,https://openalex.org/W4404001862,"Geographic variations of floral traits and pollinator guilds in a specialized pollination mutualism, Kadsura longipedunculata and gall midges. out whether these geographic variations in floral traits influence species–specific interactions in obligate mutualisms. In this study, variations in flower morphology, color and scent were investigated within and among Kadsura longipedunculata populations. Local midge pollinators across three populations were sampled to examine the plant‐insect dynamics at the geographic scale. Our results suggested dimorphism in androecium color within and among populations.",1,1,1,0,2,0,0,unreviewed,aggregated_followup_direct_support
P2,natural_polymorphism,Calceolaria uniflora,Calceolariaceae,2,2,1,38,58,Geographic variation in flower color patterns within Calceolaria uniflora Lam. in Southern Patagonia,10.1007/s00606-003-0083-1,https://openalex.org/W2016058514,Geographic variation in flower color patterns within Calceolaria uniflora Lam. in Southern Patagonia. Geographic variation in flower color patterns within Calceolaria uniflora Lam. in Southern Patagonia,1,1,1,0,2,0,0,unreviewed,aggregated_followup_direct_support
P2,natural_polymorphism,Heliconia irrasa,Heliconiaceae,1,1,1,20,20,Long-Tailed Hermit Hummingbird Visits to Inflorescence Color Morphs of Heliconia irrasa,10.2307/1367077,https://openalex.org/W2328833611,Visits by Long-tailed Hermit hummingbirds (Phaethornis superciliosus) to flowers of different inflorescence color morphs in a natural population of Heliconia irrasa were monitored indirectly using fluorescent powder. The two color morphs (red and yellow) were indistinguishable with respect to amount and rate of reward (nectar) offered to pollinators. The birds did not appear to pre,0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_direct_support
P3,natural_polymorphism,Abronia fragrans,Nyctaginaceae,2,0,2,27,45,"Pollinator, herbivore, and climatic selective pressures differ across a floral color transition zone",10.1002/ajb2.70142,https://openalex.org/W4417447151,"Pollinator, herbivore, and climatic selective pressures differ across a floral color transition zone. ted pigments that, like the widespread and well-studied anthocyanins and carotenoids, may attract pollinators, deter herbivores, and protect against abiotic stress. METHODS: We investigated which selection pressures underlie betalain pigmentation variation in Abronia fragrans, a wildflower polymorphic in floral color across its range. RESULTS: While most populations produced white flowers, some in the south-central United States bore pink flowers with reduced floral display, suggesting a trade-off between pigment production and re",1,1,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Chiloglottis trapeziformis,Orchidaceae,2,0,2,21,39,Anthocyanin and Flavonol Glycoside Metabolic Pathways Underpin Floral Color Mimicry and Contrast in a Sexually Deceptive Orchid,10.3389/fpls.2022.860997,https://openalex.org/W4220880514,"Anthocyanin and Flavonol Glycoside Metabolic Pathways Underpin Floral Color Mimicry and Contrast in a Sexually Deceptive Orchid. ive plants secure pollination by luring specific male insects as pollinators using a combination of olfactory, visual, and morphological mimicry. Flower color is a key component to this attraction, but its chemical and genetic basis remains poorly understood. Chiloglottis trapeziformis is a sexually deceptive orchid which has predominantly dull green-red flowers except for the central black callus projecting from the labellum lamina. The callus mimics the female of the pollinator and the stark color contrast between the black callus and dul",1,1,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Cylindropuntia wolfii,Cactaceae,2,0,2,18,26,Influence of Sexual Dimorphism and Dichromatism on Reproductive Success in a Rare Native Cactus,10.21203/rs.3.rs-2607383/v1,https://openalex.org/W4366199300,"Influence of Sexual Dimorphism and Dichromatism on Reproductive Success in a Rare Native Cactus. t Identifying plant sexual dimorphic traits is critical in advancing our knowledge on plant-pollinator interactions. For example, dimorphism in floral colors, or sexual dichromatism, is a crucial mediator of pollinator choice on foraging decisions. We studied Cylindropuntia wolfii, an exemplary model system, with diverse flower colors and a functionally dioecious sexual system. However, it is struggling to reproduce sexually as it has a low seed set especially in naturally pollinated fruits. Thus, it is critical to this native species’",1,1,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Disa porrecta,Orchidaceae,2,0,2,21,39,Geographical variation in flower colour of a food-deceptive orchid reflects local pollinator preferences,10.1093/aob/mcaf074,https://openalex.org/W4409528104,"Geographical variation in flower colour of a food-deceptive orchid reflects local pollinator preferences. BACKGROUND AND AIMS: Intraspecific variation in floral traits can reflect shifts among different pollinator niches. We investigated whether a geographical mosaic of pollinator niches can explain divergence of flower colour and morphology among populations of Disa porrecta, a food-deceptive orchid in South Africa. METHODS: We used field observations and pollen load analysis to establish pollinators of D. porrecta and measured spectral reflectance, morphology and scent emissions in populations. We used reciprocal translocation e",1,1,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Lepanthes rupestris,Orchidaceae,2,0,2,34,61,Floral color patterns in a tropical orchid: Are they associated with reproductive success?,10.1111/j.1442-1984.2007.00181.x,https://openalex.org/W2041151766,"Floral color patterns in a tropical orchid: Are they associated with reproductive success?. Abstract We sought to measure phenotypic selection on petal color variation in populations of Lepanthes rupestris , a diminutive epilithic orchid of Puerto Rico that exhibits a polymorphism in petal color patterns (unicolor or bicolored). We censused seven populations monthly for 20 months and noted flower production and petal color pattern. Each flow",1,1,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Curcuma caulina,Zingiberaceae,4,0,4,19,66,"A tale of three morphs: Nectar, reproductive compatibility, and morph abundance explain reproductive success within a polymorphic ginger from Western Ghats, India",10.5281/zenodo.20630411,https://openalex.org/W7164497158,"B PLANTS. Manuscript ID: AOBP-2025-152.R2. ## Dataset overview This archive contains the data and R analysis code associated with the above manuscript. The study examines bract-colour polymorphism in the ginger species *Curcuma caulina* from the Western Ghats, India. The dataset includes measurements of bract-colour morph abundance, floral and vegetative morphology, nectar reward, nocturnal pollinator visitation, reproductive compatibility, and natura",0,0,0,0,2,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Phlox cuspidata,Polemoniaceae,2,0,2,18,28,The Cost of Reinforcement: Selection on Flower Color in Allopatric Populations of Phlox drummondii,10.1086/675495,https://openalex.org/W2136138417,"erring greater reproductive isolation from spreading into allopatry. We investigate flower color divergence in the wildflower Phlox drummondii, which is caused by reinforcement in the regions sympatric with its congener Phlox cuspidata. Specifically, we performed common garden field experiments and pollinator observations to estimate selection acting on flower color variation in allopatry. We combine our estimates of maternal and paternal fitness usin",0,0,0,0,1,0,0,unreviewed,natural_polymorphism_with_replicated_context
P3,natural_polymorphism,Moricandia arvensis,Brassicaceae,3,0,3,21,39,Heat drastically alters floral color and pigment composition without affecting flower conspicuousness,10.1002/ajb2.70096,https://openalex.org/W4414083519,"gh color display and also contribute to protection against environmental stress. Although pigment composition can be plastically altered under stress, its impact on pollinator color perception remains poorly understood. Moricandia arvensis (Brassicaceae) exhibits seasonal floral dimorphism, with lilac spring flowers and white summer flowers. This study examines how heat-driven shifts in floral pigments alter flower color and its perception by pollinators.",0,0,0,0,0,0,0,unreviewed,natural_polymorphism_with_replicated_context
