species,n_classifiable,genus,inat_taxon_id,after_observer_cap,maximum_span_km_after_observer_cap,inat_taxon_id_sensitivity,after_observer_cap_sensitivity,maximum_span_km,latitude_n,mean_latitude,min_latitude,max_latitude,inat_taxon_id_photos,abs_mean_latitude,log1p_span_primary,log1p_span_sensitivity,taxon_id_source_disagreement,family,family_taxon_id,retrieval_status,pollination_guild,pollination_guild_raw,pollination_guild_mapped,admissible_source_backed_exact,pollination_notes,evidence_type,confidence
Galinsoga parviflora,64,Galinsoga,48178,304,19951.15864379859,48178,166,19888.84599017927,100,26.006630564524997,-45.688327,58.5195483,48178,26.006630564524997,9.901092619161192,9.897964628740075,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Galinsoga parviflora as largely self-compatible (SC). | Reported index values for Galinsoga parviflora: [1, 1]; consistently high indices support self-compatibility. Source reference keys: Jaimes_Ramirez_1997. | {""trait_derived_ID"":""1012519"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Galinsoga…",flora|review,medium
Gazania rigens,71,Gazania,884843,103,19894.37012833188,884843,103,19894.37012833188,100,-4.279398596440999,-43.5847467578,49.9657506165,884843,4.279398596440999,9.898242326776032,9.898242326776032,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,review,medium
Gentiana acaulis,71,Gentiana,130558,303,2037.304764028723,130558,170,2083.015885607816,100,45.947768278111,42.1258833333,51.2588742872,130558,45.947768278111,7.619873743342864,7.642052025496708,False,,,error:HTTPError:HTTP Error 429: normal_throttling,unknown,,,False,unknown,inference,low
Gentiana parryi,45,Gentiana,118778,153,878.8050905385393,118778,153,878.8050905385393,100,38.969908809584,33.9608359413,41.4382366667,118778,38.969908809584,6.77970039491577,6.77970039491577,False,Gentianaceae,56235.0,ok,,,,False,,,
Geranium macrorrhizum,45,Geranium,320685,215,10161.405699193214,320685,198,10161.405699193214,100,47.480626262871,36.1292833333,60.6132158311,320685,47.480626262871,9.226450474520833,9.226450474520833,False,Geraniaceae,47689.0,ok,unknown,,,False,unknown,inference,low
Geranium molle,52,Geranium,53076,507,20000.82923928916,53076,182,19949.46775094352,100,32.00608308931,-45.8535534687,56.805224265,53076,32.00608308931,9.903579010318195,9.901007868205735,False,Geraniaceae,47689.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1746605"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Geranium"",""species_epithet"":""molle"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""19660"",""work_species"":""Geranium molle""} | {""trait_derived_ID"":""4499535"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Geranium"",""species_epithet"":""moll…",flora|review,medium
Geranium richardsonii,56,Geranium,77260,364,2946.66261912468,77260,169,2958.647129953091,100,41.945461707877,32.4372966667,54.8264278413,77260,41.945461707877,7.988767802772457,7.992825327358004,False,Geraniaceae,47689.0,ok,unknown,,,False,unknown,review,medium
Geranium yeoi,63,Geranium,60360,278,19155.866535175588,60360,196,19152.86950858209,100,24.849830287080998,-45.8734423427,53.4568084803,60360,24.849830287080998,9.86041649614495,9.860260037308128,False,Geraniaceae,47689.0,ok,unknown,,,False,unknown,inference,low
Geum canadense,51,Geum,85325,388,3482.5013921565187,85325,177,3395.095708298328,100,39.950388990478,29.7654075063,47.7402344744,85325,39.950388990478,8.15579321411313,8.130381729689688,False,Rosaceae,47148.0,ok,unknown,,,False,unknown,flora,medium
Geum macrophyllum,67,Geum,77266,323,9468.07703351879,77266,184,9288.47705558911,100,49.665473245715,38.0545795086,67.5682745381,77266,49.665473245715,9.155786719288754,9.13663753911359,False,Rosaceae,47148.0,ok,unknown,,,False,unknown,flora,medium
Geum urbanum,65,Geum,55891,458,20003.954251701645,55891,192,19544.5433832959,100,46.37323624688,-45.8257162145,63.82342445,55891,46.37323624688,9.903735234445513,9.880502579492983,False,Rosaceae,47148.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499563"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Geum"",""species_epithet"":""urbanum"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""19770"",""work_species"":""Geum urbanum""} | {""trait_derived_ID"":""4509794"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee"",""genus"":""Geum"",""species_epithet"":""urbanum"",""aut…",flora|review,medium
Gompholobium huegelii,66,Gompholobium,323820,107,1627.075119065327,323820,107,1627.075119065327,100,-38.351483731394,-43.4585567,-29.293614592,323820,38.351483731394,7.395153687429999,7.395153687429999,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:439880: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1634993: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1723692: pollination_system = biotic_unspeciali…,review,medium
Goodenia ovata,74,Goodenia,323821,331,1523.045198749909,323821,148,1522.991280564098,100,-37.086981444153,-43.431005,-30.3051783333,323821,37.086981444153,7.3291233937791835,7.32908801481559,False,Goodeniaceae,145472.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:440087: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1636052: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1723805: pollination_system = biotic_unspeciali…,review,medium
Grevillea alpina,42,Grevillea,411301,337,639.1642571543026,411301,158,638.2701099127481,100,-37.004383458576996,-37.9921993374,-35.246,411301,37.004383458576996,6.461724795227876,6.460327072280705,False,Proteaceae,64517.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:440189: pollination_syndrome = bird insect mammal. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1636695: pollination_syndrome = insect vertebrate. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1723859: pollination_sys…,review,medium
Grevillea lavandulacea,46,Grevillea,411227,113,714.5319099989216,411227,113,714.5319099989216,100,-35.111415803898,-37.2530692646,-31.5606299,411227,35.111415803898,6.573026196183617,6.573026196183617,False,Proteaceae,64517.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:440249: pollination_syndrome = bird insect mammal. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1637553: pollination_syndrome = insect vertebrate. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1637573: pollination_syndro…,review,medium
Guzmania monostachia,45,Guzmania,163447,106,2939.612852324807,163447,106,2939.612852324807,100,6.200254761014,-3.8287840314,21.9186221963,163447,6.200254761014,7.986373291781087,7.986373291781087,False,Bromeliaceae,49570.0,ok,unknown,,,False,The CC0 literature synthesis classifies Guzmania monostachia as largely self-compatible (SC).,flora|review,medium
Hedypnois rhagadioloides,61,Hedypnois,492864,243,18876.72610392822,492864,169,18876.72610392822,100,27.780917497156,-37.7459666667,52.6304381,492864,27.780917497156,9.845737993035502,9.845737993035502,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1746647"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Hedypnois"",""species_epithet"":""cretica"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""21101"",""work_species"":""Hedypnois rhagadioloides""}",review,medium
Helenium autumnale,81,Helenium,77349,516,8483.357009528809,77349,194,3933.056215649101,100,40.999999763252,30.3672306845,52.3118515015,77349,40.999999763252,9.045979395130292,8.277426288539104,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Helianthus divaricatus,57,Helianthus,84113,232,2251.7160146621377,84113,160,2187.556761383878,100,39.201164695956,31.1374955688,46.37401588,84113,39.201164695956,7.719891884845379,7.690997592499263,False,Asteraceae,47604.0,ok,unknown,,,False,The CC0 literature synthesis classifies Helianthus divaricatus as largely self-incompatible (SI).,flora|review,medium
Hepatica acutiloba,59,Hepatica,179786,388,2083.7470615821603,179786,177,2080.6686790446693,100,40.992226643330994,33.3226697402,47.76686617,179786,40.992226643330994,7.6424028134839865,7.640925100605914,False,Ranunculaceae,48231.0,ok,unknown,,,False,unknown,inference,low
Hibbertia cuneiformis,62,Hibbertia,552421,149,2451.848743761788,552421,149,2451.848743761788,100,-34.106921908488,-37.439755,-30.3190618344,552421,34.106921908488,7.805005380621406,7.805005380621406,False,Dilleniaceae,71499.0,ok,unknown,,,False,unknown,inference,low
Hibiscus denudatus,52,Hibiscus,77409,463,1709.10423288103,77409,179,1750.088852864712,100,30.464494317207,23.4428210104,34.6057583333,77409,30.464494317207,7.444309602540218,7.467993075067354,False,Malvaceae,48797.0,ok,unknown,,,False,unknown,flora,medium
Hofmeisteria fasciculata,56,Hofmeisteria,288699,102,880.3678010332937,288699,102,880.3678010332937,100,24.809783512676,22.8759283333,29.74855857,288699,24.809783512676,6.781475020124178,6.781475020124178,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Homogyne alpina,50,Homogyne,130479,152,2362.0117322467963,130479,152,2362.0117322467963,100,46.283025465645,42.4300433333,50.853275,130479,46.283025465645,7.767692242154183,7.767692242154183,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499735"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Homogyne"",""species_epithet"":""alpina"",""author"":""(L.) Cass."",""matched"":""1"",""resolved"":""1"",""work_ID"":""22301"",""work_species"":""Homogyne alpina""}",review,medium
Hyacinthoides non-scripta,61,Hyacinthoides,56132,369,8617.491632966474,56132,149,8721.947076304434,100,51.004185072466996,42.00265,57.634307274,56132,51.004185072466996,9.061665363771496,9.07371242727099,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499751"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Hyacinthoides"",""species_epithet"":""non-scripta"",""author"":""(L.) Chouard ex Rothm."",""matched"":""1"",""resolved"":""1"",""work_ID"":""22510"",""work_species"":""Hyacinthoides non-scripta""} | {""trait_derived_ID"":""4509318"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""beetle…",flora|review,medium
Hypocalymma robustum,47,Hypocalymma,415333,121,315.1223597069479,415333,121,315.1223597069479,100,-32.438223564523,-34.4483116667,-31.6239003467,415333,32.438223564523,5.75612935290131,5.75612935290131,False,Myrtaceae,51816.0,ok,unknown,,,False,unknown,inference,low
Iliamna rivularis,52,Iliamna,77489,221,1711.7629338129868,77489,191,1711.7629338129868,100,45.513945893546996,37.5779789539,50.73414688,77489,45.513945893546996,7.445863096343614,7.445863096343614,False,Malvaceae,48797.0,ok,,,,False,,,
Ipomoea cairica,48,Ipomoea,77494,151,19805.364416201093,77494,108,19615.747264112644,100,-3.28827987362,-37.1690652776,32.9210120999,77494,3.28827987362,9.893758600195085,9.884138932632737,False,Convolvulaceae,52345.0,ok,unknown,,,False,unknown,flora,medium
Ipomoea pes-caprae,48,Ipomoea,60879,433,19874.11955437814,60879,165,19689.34269463717,100,4.679829971279,-34.02965,32.34899255,60879,4.679829971279,9.897223954819063,9.887883575983349,False,Convolvulaceae,52345.0,ok,unknown,,,False,unknown,flora,medium
Jacobaea adonidifolia,75,Jacobaea,547457,101,915.7943513279936,547457,101,915.7943513279936,100,43.346561932328,41.09216216,47.1271951802,547457,43.346561932328,6.820883184650039,6.820883184650039,False,Asteraceae,47604.0,ok,,,,False,,,
Jaumea carnosa,75,Jaumea,60969,247,2535.5775822278865,60969,175,2535.5775822278865,100,39.07052136414,27.9350084027,48.9622,60969,39.07052136414,7.838571042869718,7.838571042869718,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Johnstonella angustifolia,60,Johnstonella,770224,251,993.574171912392,770224,160,827.4841063003,100,33.547464372103,28.710655,36.5595033333,770224,33.547464372103,6.902314677626938,6.719597652977479,False,,,error:HTTPError:HTTP Error 429: normal_throttling,unknown,,,False,unknown,inference,low
Lachenalia reflexa,54,Lachenalia,588419,154,8733.187859781512,588419,122,8735.073821025884,100,-33.720578721413,-34.2682304381,-31.7934350157,588419,33.720578721413,9.075000242834285,9.07521614815799,False,Asparagaceae,47599.0,ok,unknown,,,False,unknown,inference,low
Lamprocapnos spectabilis,60,Lamprocapnos,204340,211,11546.114244368831,204340,197,11546.114244368831,100,42.936839929711006,35.61069167,60.8577878525,204340,42.936839929711006,9.35419083576009,9.35419083576009,False,Papaveraceae,47332.0,ok,bees,bees,bee,True,"n der Staubblattbündel, obwohl es auch andere Deutungen gibt. Es können nur langrüsselige Bienen oder Hummeln bestäuben, kurzrüsselige betätigen sich nur als Nektarräuber. == Vorkommen =",flora|review,low
Lantana involucrata,56,Lantana,133331,126,2895.4146815180097,133331,126,2895.4146815180097,100,22.811814172197,12.1686411203,32.3716933251,133331,22.811814172197,7.9712289343866445,7.9712289343866445,False,Verbenaceae,49194.0,ok,unknown,,,False,unknown,inference,low
Lathyrus japonicus,47,Lathyrus,77638,528,11432.063345385111,77638,192,11735.477002820937,100,51.097058732510995,34.6763136384,69.721086018,77638,51.097058732510995,9.344264730100846,9.370456963409001,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499967"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lathyrus"",""species_epithet"":""maritimus"",""author"":""(L.) Bigelow"",""matched"":""1"",""resolved"":""1"",""work_ID"":""24873"",""work_species"":""Lathyrus japonicus""} | {""trait_derived_ID"":""4509438"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee/butterfly"",""genus"":""Lathyr…",flora|review,medium
Lathyrus palustris,41,Lathyrus,77642,151,10439.943665920102,77642,151,10439.943665920102,100,49.947257074069,36.82193,65.0817613843,77642,49.947257074069,9.253490246807697,9.253490246807697,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499973"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lathyrus"",""species_epithet"":""palustris"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""24882"",""work_species"":""Lathyrus palustris""} | {""trait_derived_ID"":""4510043"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee"",""genus"":""Lathyrus"",""species_epithet…",review,medium
Lathyrus pratensis,71,Lathyrus,125787,432,19874.63148728224,125787,178,8883.69750532893,100,52.990210844976,-43.6053317915,69.4111174679,125787,52.990210844976,9.897249711962802,9.092085694463767,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499975"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lathyrus"",""species_epithet"":""pratensis"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""24885"",""work_species"":""Lathyrus pratensis""} | {""trait_derived_ID"":""4510117"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee"",""genus"":""Lathyrus"",""species_epithet…",flora|review,medium
Lepidium campestre,68,Lepidium,77663,235,10886.030447097732,77663,182,10886.030447097732,100,44.483737800336,34.96488154,57.7112483868,77663,44.483737800336,9.29532749252444,9.29532749252444,False,Brassicaceae,47204.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Lepidium campestre as largely self-compatible (SC). | {""trait_derived_ID"":""4500009"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lepidium"",""species_epithet"":""campestre"",""author"":""(L.) R. Br."",""matched"":""1"",""resolved"":""1"",""work_ID"":""25264"",""work_species"":""Lepidium campestre""} | {""trait_derived_ID…",flora|review,medium
Lepidium fremontii,72,Lepidium,77668,171,870.335578591934,77668,143,856.9437167394183,100,35.995900626406,33.5459833333,40.8496633333,77668,35.995900626406,6.770027182320619,6.7545384991305,False,Brassicaceae,47204.0,ok,,,,False,,,
Leucaena leucocephala,49,Leucaena,47447,426,19999.17946334293,47447,188,19995.757841546947,100,6.950728057653,-36.882684,39.544677,47447,6.950728057653,9.903496525663016,9.903325431472567,False,Fabaceae,47122.0,ok,unknown,,,False,unknown,flora,medium
Leucopogon affinis,65,Leucopogon,904615,123,1527.542878387289,904615,123,1527.542878387289,100,-34.174531327668,-38.3852501,-28.1945038308,904615,34.174531327668,7.332070193529695,7.332070193529695,False,Ericaceae,133387.0,ok,,,,False,,,
Leucopogon microphyllus,68,Leucopogon,321156,106,982.6718074012824,321156,106,982.6718074012824,100,-33.582416920461,-37.2682,-28.6103806335,321156,33.582416920461,6.891292312355327,6.891292312355327,False,Ericaceae,133387.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:441563: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1655237: pollination_syndrome = insect.,review,medium
Ligustrum obtusifolium,61,Ligustrum,204160,531,12726.710351456542,204160,197,4717.067399830037,100,40.086191521931,29.4944782844,44.9099377497,204160,40.086191521931,9.451536812959228,8.459154545543843,False,Oleaceae,47733.0,ok,unknown,,,False,unknown,inference,low
Linum catharticum,57,Linum,84280,243,19958.83138661816,84280,176,19958.83138661816,100,35.657163991613004,-54.8381222222,67.2678916667,84280,35.657163991613004,9.901477102265554,9.901477102265554,False,Linaceae,51308.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500053"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Linum"",""species_epithet"":""catharticum"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""26198"",""work_species"":""Linum catharticum""} | {""trait_derived_ID"":""4507365"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""fly"",""genus"":""Linum"",""species_epithet"":""ca…",review,medium
Linum lewisii,69,Linum,60490,488,5017.755165300129,60490,187,4913.9524898922855,100,44.69259385497801,29.2401739667,66.7229,60490,44.69259385497801,8.520937206895066,8.500037366185063,False,Linaceae,51308.0,ok,unknown,,,False,unknown,review,medium
Lithospermum canescens,79,Lithospermum,48595,468,2900.3755901109885,48595,178,2705.118795386393,100,43.090800567478,33.0579916667,53.64600889,48595,43.090800567478,7.972940244927821,7.903270708501194,False,Boraginaceae,48150.0,ok,,,,False,,,
Lobelia erinus,64,Lobelia,77797,227,19787.84405225461,77797,164,19685.95620172028,100,12.944369512735,-46.3547478337,59.9143676758,77797,12.944369512735,9.892873626191024,9.887711573686586,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1746815"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lobelia"",""species_epithet"":""erinus"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""26497"",""work_species"":""Lobelia erinus""}",review,medium
Loeselia glandulosa,52,Loeselia,194147,184,3396.72396082127,194147,144,3396.72396082127,100,20.244469138098,9.8819828471,28.9319691103,194147,20.244469138098,8.130861063152576,8.130861063152576,False,Polemoniaceae,48932.0,ok,,,,False,,,
Ludwigia peruviana,43,Ludwigia,50338,158,19866.695815170504,50338,158,19866.695815170504,100,9.752433471788999,-34.9071462242,33.9598644353,50338,9.752433471788999,9.896850365820653,9.896850365820653,False,Onagraceae,47790.0,ok,unknown,,,False,The CC0 literature synthesis classifies Ludwigia peruviana as largely self-incompatible (SI).,flora|review,medium
Lupinus arizonicus,46,Lupinus,69421,448,1018.1482219076282,69421,175,1502.5732401651387,100,33.516973030974,27.3788162414,36.0010320547,69421,33.516973030974,6.9267224808465,7.315599714354968,False,Fabaceae,47122.0,ok,unknown,,,False,All 16 directly reported Lupinus species across meyer_galloway_eckert_2026_dryad have state SC; the target itself is unreported.,inference,low
Lupinus havardii,60,Lupinus,164898,246,304.307396538789,164898,179,235.9249362030817,100,29.369154418329998,28.8363717565,30.6691638889,164898,29.369154418329998,5.721319126564259,5.467743366085701,False,Fabaceae,47122.0,ok,,,,False,,,
Lupinus microcarpus,47,Lupinus,57069,322,10161.563814205596,57069,180,10161.96870861558,100,24.520075473282,-37.073583696,44.1213058424,57069,24.520075473282,9.226466033216976,9.226505874181495,False,Fabaceae,47122.0,ok,unknown,,,False,The CC0 literature synthesis classifies Lupinus microcarpus as largely self-compatible (SC).,review,medium
Lysimachia loeflingii,64,Lysimachia,1467819,509,19989.732489328708,1467819,190,19963.204553739168,100,9.845592567624,-42.8663950706,52.3038154442,1467819,9.845592567624,9.903024069610945,9.901696176667,False,Primulaceae,48064.0,ok,unknown,,,False,unknown,inference,low
Lysimachia quadrifolia,66,Lysimachia,82580,531,2011.4997553058363,82580,193,2013.176021517781,100,40.877499464395,33.85,46.697605,82580,40.877499464395,7.607132887705549,7.607965468425568,False,Primulaceae,48064.0,ok,unknown,,,False,unknown,flora,medium
Malacothrix saxatilis,63,Malacothrix,77940,182,450.5422232785394,77940,172,450.5422232785394,100,34.079916312484,33.3486888889,35.9846116667,77940,34.079916312484,6.112668886266451,6.112668886266451,False,,,error:HTTPError:HTTP Error 429: normal_throttling,unknown,,,False,unknown,flora,medium
Malva moschata,53,Malva,55977,372,9776.87858687296,55977,194,8905.721818026941,100,48.67132226591399,36.20995333,60.1296173198,55977,48.67132226591399,9.187877826092075,9.094561531107045,False,Malvaceae,48797.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Malva moschata as largely self-compatible (SC). | {""trait_derived_ID"":""4500161"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Malva"",""species_epithet"":""moschata"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""27625"",""work_species"":""Malva moschata""} | {""trait_derived_ID"":""4509847"",""ref_ID"":…",flora|review,medium
Malva thuringiaca,58,Malva,775554,266,9617.131603572716,775554,151,9617.131603572716,100,51.637540812949,40.73830389,65.0039337569,775554,51.637540812949,9.171405304793769,9.171405304793769,False,Malvaceae,48797.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499983"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Lavatera"",""species_epithet"":""thuringiaca"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""444005"",""work_species"":""Malva thuringiaca""}",review,medium
Mazus miquelii,61,Mazus,127156,125,12654.28371842978,127156,125,12654.28371842978,100,37.303269756533,30.6845305556,45.8045182922,127156,37.303269756533,9.445830092200831,9.445830092200831,False,Mazaceae,571193.0,ok,unknown,,,False,The CC0 literature synthesis classifies Mazus miquelii as largely self-compatible (SC).,flora|review,medium
Mecardonia procumbens,50,Mecardonia,165207,221,19700.047392280085,165207,173,19700.047392280085,100,14.631354850933,-34.6866633333,33.01279095,165207,14.631354850933,9.888427080433575,9.888427080433575,False,Plantaginaceae,50638.0,ok,unknown,,,False,unknown,inference,low
Medicago lupulina,69,Medicago,57056,474,20008.409569362386,57056,182,19725.639831097185,100,32.19908986425,-44.8068606236,64.4845203804,57056,32.19908986425,9.903957920363954,9.889725276914966,False,Fabaceae,47122.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Medicago lupulina as largely self-compatible (SC). | {""trait_derived_ID"":""1746887"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Medicago"",""species_epithet"":""lupulina"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""28085"",""work_species"":""Medicago lupulina""} | {""trait_derived_ID"":""4500183"",""r…",flora|review,medium
Medicago marina,75,Medicago,210354,147,3979.6036691526447,210354,147,3979.6036691526447,100,40.007295814612,34.6386163949,47.6953380083,210354,40.007295814612,8.289188762443386,8.289188762443386,False,Fabaceae,47122.0,ok,unknown,,,False,All 34 directly reported Medicago species across meyer_galloway_eckert_2026_dryad have state SC; the target itself is unreported.,inference|review,low
Melaleuca citrina,40,Melaleuca,77976,154,18125.2784745822,77976,154,18125.2784745822,100,-31.367669313746,-45.853094,40.6500468923,77976,31.367669313746,9.805118013763964,9.805118013763964,False,Myrtaceae,51816.0,ok,,,,False,,,
Melastoma candidum,52,Melastoma,165229,104,7368.266839958945,165229,104,7368.266839958945,100,19.999862964044,-33.5058116667,25.214026891,165229,19.999862964044,8.905073501260658,8.905073501260658,False,Melastomataceae,48889.0,ok,,,,False,,,
Melastoma malabathricum,41,Melastoma,165230,151,13001.3458208945,165230,151,13001.3458208945,100,-4.719729707161,-27.9062644953,27.4076662911,165230,4.719729707161,9.47288506792605,9.47288506792605,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1013601"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Melastoma"",""species_epithet"":""malabathricum"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""28251"",""work_species"":""Melastoma malabathricum""}",flora|review,medium
Melothria pendula,52,Melothria,131557,379,19880.154080885724,131557,183,19880.154080885724,100,24.365490882259,-31.7639858424,40.5962138814,131557,24.365490882259,9.897527530884028,9.897527530884028,False,Cucurbitaceae,48620.0,ok,unknown,,,False,unknown,flora,medium
Micranthes petiolaris,49,Micranthes,357952,229,665.1067435285103,357952,179,665.1067435285103,100,36.02751140793,34.6659568567,38.55535648,357952,36.02751140793,6.501449933265966,6.501449933265966,False,Saxifragaceae,48386.0,ok,unknown,,,False,unknown,flora,medium
Mitchella repens,49,Mitchella,83799,577,3188.1834683840084,83799,200,3491.80671471458,100,37.551707039850996,27.1704932246,46.9099187265,83799,37.551707039850996,8.067520196990175,8.158460908238455,False,Rubiaceae,47693.0,ok,unknown,,,False,"n from one morph does not fertilize the other morph, resulting in a form of heteromorphic self-incompatibility. The ovaries of the twin flowers fuse together, so that there are two flowers for each be",review,low
Moraea flaccida,51,Moraea,120416,123,11662.833897288525,120416,121,11662.833897288525,100,-34.026249094893004,-42.9593471604,-30.9726366667,120416,34.026249094893004,9.36424821351677,9.36424821351677,False,Iridaceae,47781.0,ok,unknown,,,False,unknown,review,medium
Muscari armeniacum,80,Muscari,57847,255,19385.5880054014,57847,175,19384.92341330485,100,34.565382981516,-45.8465852531,63.8420805556,57847,34.565382981516,9.872336766038009,9.872302484425996,False,Asparagaceae,47599.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4508825"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Muscari"",""species_epithet"":""armeniacum"",""author"":""Baker"",""matched"":""1"",""resolved"":""1"",""work_ID"":""29568"",""work_species"":""Muscari armeniacum""} | {""trait_derived_ID"":""5064917"",""ref_ID"":""10328"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Muscari"",""species_ep…",review,medium
